Palavra, N
extenuations,2
blacker,2
ponder,3
trunks,6
discomposure,4
conjecturing,1
faithfullest,3
ch,4
mercury,3
fabulist,1
estimation,2
statuary,1
shop,38
cheapened,1
juno,1
dii,2
majores,2
artist,2
sheepish,2
thieves,2
rebuff,4
teaching,6
stigmatizing,1
deceivers,1
palliative,1
summarily,2
levities,5
rigid,2
pitiable,5
uncharitable,5
flashes,2
indignant,9
dishonourable,3
remindest,1
defiest,1
reliest,1
apprehendest,1
lamenter,2
brace,2
impeccables,1
flimsy,3
disobligation,2
inspecting,2
poorer,5
piercing,6
bodies,3
million,2
proposest,2
givest,8
perfidies,2
meditatest,1
seekest,1
sensualist,2
accursed,17
damned,3
speciously,1
oughtest,10
shouldest,9
antecedencies,1
summoned,4
simile,1
sportive,2
gradations,2
volatile,2
sustenance,3
beats,2
bruises,2
gasps,1
erectly,1
perched,2
surveys,1
wired,1
canopy,3
pecks,1
tamer,1
pants,5
bemoan,4
diminishing,1
hops,1
perch,3
wonted,1
sings,2
starve,5
caged,1
piddle,2
viands,3
unsavoury,1
swallowing,1
murmuring,3
pushing,8
unsheathed,1
claws,3
playful,1
kitten,1
talons,4
tap,2
caresses,1
species,6
knitting,1
needles,4
songster,1
softest,1
mew,1
cheering,2
chelmsford,1
wrinkles,1
prongs,1
forks,1
clubs,1
catsticks,2
mops,1
brooms,1
shovels,1
tongs,1
pokers,1
fry,1
brickbats,1
snowball,2
prowler,2
mongrel,3
curs,5
circumjacencies,1
yelp,3
completing,1
chorus,6
rememebrest,1
sympathy,1
adventurous,1
marauder,1
represents,2
reynard,1
earned,3
tabby,2
bead,2
mouse,2
quadruped,1
epicure,1
roast,1
lobsters,1
pig,2
whipt,7
carp,1
stew,1
pan,1
luxury,3
stimulation,1
ravenous,2
replete,2
urgest,2
correspondest,1
wantest,4
soonest,4
undervaluing,1
essex,1
food,8
venison,2
chases,1
poacher,2
boileau,1
handmaids,1
gew,1
gaw,1
ermine,1
battle,2
inferrest,1
annals,3
shackle,1
firebrands,1
thistle,1
mumble,1
supinely,1
kneed,1
reclining,2
sofa,1
mantling,1
quickening,2
tenders,3
purple,4
await,4
swanny,1
glossiness,1
stately,2
gild,1
darted,3
beams,3
sip,5
distillation,1
meanings,5
eligibles,1
warble,1
melodious,3
elegiacs,1
lamentable,5
rifled,1
shake,13
misadventure,1
gaddings,1
domesticated,1
recalls,1
stews,2
penury,4
closes,1
eagleship,2
quarries,1
phyl,3
tits,5
wag,1
tails,3
q,1
phyllis,1
coining,1
antepenult,1
austria,1
renowned,2
lepanto,1
achievements,1
persistest,1
flock,2
hatest,1
effectest,2
surgeons,19
regularly,6
harbinger,2
tyranness,2
reservedly,1
overrun,1
external,1
homely,4
coxcombs,2
provokes,1
scrutiny,3
infallible,3
drexelius,2
eternity,22
francis,1
spira,3
brink,5
exceeded,10
outweighs,1
youself,1
incapacity,3
extensive,7
sublunary,3
enjoyments,10
portions,3
impure,4
solitudes,1
meditated,12
distastes,1
forsaken,2
brook,3
exemplarily,2
fashioned,1
paris,17
countrymen,3
unblushing,5
effrontery,4
concur,1
literati,1
dregs,5
wagering,1
lewd,2
lewder,1
squandered,1
sold,12
maintained,3
essentials,2
unpermanent,2
trusteeship,1
reign,7
perserveringly,1
inspect,3
detest,5
devious,3
wilderness,4
estray,1
passenger,1
ignus,1
fatuus,2
fens,1
quagmires,1
widely,3
misbestowed,1
warnings,11
futurity,3
brood,3
vapourishness,1
unbosom,1
cipher,2
seduced,8
outcast,5
palatable,3
confederated,2
impiety,2
revolve,6
gods,8
wand,2
maze,1
peevishness,1
ensign,1
capt,85
newcomb,1
newphew,1
carrier,2
deer,2
stealer,1
warren,1
haggling,1
deals,1
customers,5
fish,7
fowl,1
stripped,1
disobediently,1
undressing,3
hankers,1
ribbed,2
canvass,1
gypsies,2
summers,2
scrawling,1
leafed,1
mahogany,3
repository,3
countess,3
equipped,4
duchesses,1
degreed,1
chest,5
searches,2
revellings,1
colmar,3
precautionaries,1
wafers,2
pricks,1
augments,4
forgetful,1
pr,23
ythee,23
subjugation,1
shielded,2
intricate,3
thousands,12
twill,3
terence,1
handmaid,2
hudibras,4
dy,2
purling,1
streams,3
hemp,1
housemaid,1
appraisement,2
puppy,11
blockhead,4
unfolded,1
judas,2
gasping,4
affright,1
annunciation,1
fist,7
clause,1
witches,2
sovereigns,6
rudder,1
steered,1
shan,5
stumps,2
boat,5
presto,1
mate,4
slowness,2
vulture,2
souses,1
trusses,1
devours,1
hottentots,1
demons,2
w,3
hinges,4
creaking,1
creaks,1
respondent,1
trepidations,1
tyrannized,1
persecuting,3
soldering,1
spotless,6
uncivilly,1
recreant,4
subscription,9
unpaired,2
dispaired,1
befits,4
prevention,5
obviating,1
deluded,10
disapproved,2
ult,1
shuffle,1
lockyer,2
impoliticly,1
negligent,2
informant,4
gang,9
sunburnt,1
sailor,6
incessantly,2
arraign,4
dispensations,3
efficacy,8
delusion,7
defensible,2
worshipped,3
reared,1
retracting,1
affability,3
unhesitating,1
exempted,1
equanimity,5
deserts,1
severally,1
perching,1
irritate,1
aloft,1
imitated,2
enthusiasm,1
reperusal,3
pervade,1
surrounding,5
conceals,1
awaits,3
fretchvill,1
checking,1
chocolate,4
coachman,24
pines,1
hinderance,1
litigations,1
procedure,1
melt,1
obdurate,2
inviolate,6
sacrilege,2
patch,1
vent,1
blindness,1
diminution,2
disallowing,1
insinuated,6
grudged,8
chiding,4
envying,1
eclipser,1
aspired,1
emulate,3
milk,9
lapse,2
notorious,9
rankling,1
smoothed,1
misguided,1
retracted,1
applauded,9
contrition,15
befit,1
vilenesses,1
brutes,4
mince,3
inch,7
mediating,2
footsteps,2
frits,1
indiscriminate,2
grovellers,1
worldlings,1
indecency,4
latitude,1
himlsef,1
slipped,3
en,2
shoe,7
morally,8
innocents,13
popping,4
elderships,1
prank,1
antiquated,2
fearfully,2
gorget,1
resemble,4
demonstrative,1
delayer,1
unrevealed,1
comest,3
remedied,2
unbridled,2
perversely,1
meeker,1
roundly,1
accost,1
rendered,10
fasting,3
later,10
swelled,8
preparatively,1
induces,3
uniformity,2
palliations,1
betrays,2
misjudging,2
narrowed,2
eagerness,4
damnation,5
shockingly,3
straights,2
concurrence,4
villages,7
unsuccessful,4
gazing,3
diffuse,2
incites,1
mishap,2
defined,2
betokens,1
behavior,1
tormenter,1
implanted,1
planter,1
comport,1
rectifying,1
deceitful,5
jointure,5
vest,3
nominnal,1
expensively,1
draughts,17
midsummer,2
fund,20
comformably,1
unobjectionably,1
dissatisfaction,2
maturely,1
overnight,1
considerately,5
satisfactorily,1
regretting,3
undutifully,1
intervenient,4
accelerated,2
pluming,1
pier,5
polish,1
mismatch,2
misbehaviour,3
mistrusted,4
bases,1
coldness,7
seasoning,1
bush,3
hesitations,1
manifested,6
ings,1
carpet,1
crystal,3
trickles,1
tearful,3
pausings,1
irresolution,3
familiarized,3
forwarder,3
artless,1
revere,3
adoration,4
recollections,5
fortified,4
elope,1
ardors,1
climacteric,2
interposing,6
fates,6
pole,2
axe,2
woulds,1
gavest,1
completion,4
vainly,3
howes,1
machines,1
cully,1
suitably,3
proceedest,2
unconcern,4
ruinest,1
immaculate,2
chicane,1
pickeroon,1
manifestation,1
boastest,2
uncorrupted,3
comparest,1
wagtails,1
banner,1
listed,2
nations,10
ages,2
shamed,1
harangues,1
parsons,9
moralists,1
howl,8
outlives,1
twitting,1
fitly,1
roasts,1
profest,1
une,1
poign,1
bonne,1
vaut,1
mieux,1
que,1
plein,1
muy,1
clerg,1
handful,1
wycherly,1
angered,1
peer,32
spaniards,1
afar,1
perishes,2
martyr,1
madrid,6
lexington,2
embassy,1
frolics,1
pithy,2
discourses,1
pierce,2
incite,2
raro,2
antecedentem,1
scelestum,1
deseruit,1
pede,1
paean,1
claudo,1
importantly,1
forwarding,1
expostulary,1
watford,5
thoughtest,3
thomasine,20
gallows,9
seasonings,1
acumen,1
wambling,2
declarest,2
writest,8
adamantine,1
monotonist,1
deceptions,1
meetest,2
degraded,2
flatterest,1
ruinedst,1
hottentot,1
gluttonize,1
garbage,1
feeders,1
sharpens,1
disarm,2
languishes,1
unadoring,1
readest,4
skinned,1
scribbled,3
epistle,4
crude,1
delicately,3
furthering,1
mask,5
suffocated,1
polygamy,3
saws,1
pestered,1
apothecaries,3
scarification,1
fleece,2
robbing,4
dst,2
herodotus,1
josephus,2
syria,1
cloth,13
reigned,3
laudanum,4
potion,2
translator,1
forlorn,3
subscribest,1
acute,5
plaugily,1
hip,2
chronical,1
scarificators,1
caput,1
mortuum,1
stylum,1
veterum,1
butchers,1
fatherless,5
doses,3
arrest,31
trojan,5
purse,6
quota,1
miracles,2
hectic,1
spitting,1
aggravates,1
maladies,1
doat,2
hostler,6
darking,1
cashier,1
custody,1
kent,2
foreclosed,1
tottering,4
emaciated,2
carcass,1
dupes,1
tools,2
members,2
frugality,5
waste,4
fickle,2
provident,1
rainy,1
anti,1
matrimonialists,1
overthrown,2
fences,3
seduce,5
divorce,2
ignominy,1
injure,4
connections,2
flaying,4
defenders,1
advocates,4
libidinous,1
libertinism,5
dissolute,2
bastardize,1
associating,2
highway,2
cullies,1
doxies,1
holes,6
jenyns,1
actively,1
imbibed,2
urchin,2
insolences,1
petulances,1
expensiveness,2
fencing,1
hackney,3
reputations,4
bested,1
creditors,4
dozenth,2
dully,2
enfeebled,1
contemplate,4
partnership,2
thirteen,1
drum,2
fife,1
tabret,2
blubbers,1
cubs,4
hal,1
puppies,2
muscular,4
whelps,1
guessing,3
ingrate,1
appetites,6
deviated,1
concludest,1
everlastingly,1
stateliest,1
mellowed,3
montaigne,1
crowned,3
bubble,1
expatiatest,1
sneak,2
abet,5
mentionest,1
acquitting,5
progressions,1
chancellor,3
sola,2
humanely,3
cradles,2
hindrance,4
resides,1
truest,2
actors,2
executioners,1
comedies,2
comic,2
tragic,4
meantime,3
pock,2
fretten,2
overhanging,1
deck,2
stride,3
couteau,1
parched,5
gums,1
climates,3
oaken,1
plant,5
proportionately,1
fervently,7
missing,4
winked,1
nodded,1
twanged,2
lapped,1
bridles,1
sawest,4
rapturously,1
creates,1
compels,4
foreseen,4
expired,4
gallery,5
woes,11
belvidera,2
bowl,1
wormwood,2
brooding,2
overhearing,2
aggressive,2
lettered,1
businesses,1
unlettered,1
unusefully,1
illiterateness,1
indocility,1
inquisitiveness,1
docible,1
tutors,2
cultivation,1
elapsed,1
geniuses,2
industry,5
learner,1
rudiments,1
uphill,1
intersperse,1
changeableness,1
intervene,1
wreck,4
israelites,1
goings,2
comings,2
dealer,3
cambricks,1
vend,1
imports,5
southwark,1
residence,3
warehouse,2
depford,1
shore,4
supposal,1
contraband,2
deptford,3
populous,1
assassin,1
riddance,2
chambers,3
lincoln,7
zeals,1
lounging,1
lubbers,1
solemnize,6
fishponds,1
originals,1
practisings,1
forgottens,1
irish,1
chattels,2
notables,1
triton,1
hussy,1
memorandum,9
presenting,4
neptune,1
weed,2
cockle,1
shells,1
decked,2
robinson,1
grotto,1
queernesses,1
worser,1
consorted,2
growth,2
smartish,2
thwarting,1
vexing,1
noses,1
niceties,2
hangings,2
englishman,3
unpracticed,1
reverends,1
selve,1
ish,1
collecting,3
gradual,5
outliving,1
temperate,1
fortification,1
buff,1
saucebox,2
lingering,5
infirmities,10
uneasily,2
healthier,1
unhandsome,1
archly,3
cavilled,1
wooer,2
exotics,1
unnecessaries,1
gewgaws,1
fineries,1
comment,1
annabella,6
harly,1
snapping,1
broader,1
rarities,1
lorimer,1
upbraidingly,3
apparents,1
poetical,14
snack,1
virulent,3
scripts,1
peter,4
playhouse,3
playhouses,1
chairmen,5
neglecting,3
harvest,2
conjuration,1
sorcery,1
affirmatively,1
devouter,1
deformed,1
blasphemy,2
correspondents,4
subservient,3
trims,1
rumbling,1
transcriber,4
lovealce,1
deciding,1
gantelope,1
pitiless,1
rover,1
conqueress,3
mincing,5
gothamite,1
tipperary,1
prancer,2
conjecturest,1
intimately,4
humbling,2
historiographer,1
reckoning,2
irreverently,2
villanies,7
rant,2
retracts,2
sweden,1
czar,2
muscovites,1
blazes,2
crackles,1
subsist,1
toasts,2
reed,1
darkest,4
reclined,4
toad,14
tough,4
transcripts,2
rouges,1
summed,1
shortly,1
charm,2
identicalness,1
poll,1
gospel,9
transcribes,2
quantity,7
procrastination,6
parag,1
joints,1
erect,6
protuberant,1
erectness,1
attitude,12
gesture,1
dastardized,1
babyhood,1
grasp,3
restraining,3
mildness,1
savageness,1
quarrelling,2
embarrasses,2
cavil,2
eloper,2
overboard,2
valuables,6
unexamining,1
overpaid,1
inflictor,1
vaunted,2
divines,5
misleader,3
perfecting,2
gloves,15
vassal,2
sipp,2
scalded,1
lowering,2
sunshine,3
modish,1
hunting,8
detained,13
crimsoned,4
bewitchingly,1
inadvertencies,1
inequalities,1
wrapt,9
romp,1
girlhood,1
hoyden,1
garment,6
consecrated,1
slower,3
truer,4
smuggler,7
counterplot,1
cloak,6
boreas,2
curve,1
surtout,1
phoebus,1
unbutton,1
beech,1
prostrating,1
comfortable,10
nap,1
victor,3
outright,3
warming,1
cherishing,1
coursers,1
thetis,1
discard,2
peregrinations,1
system,9
plagues,5
petulancies,1
unavoidably,4
peevishly,2
palpitation,2
snowy,3
flush,10
overspreading,4
twinkling,2
arisen,6
degrading,2
bespoke,9
franker,1
begat,1
swimming,2
swerving,2
invocation,1
tingled,1
misapprehension,4
undo,3
impeached,2
trappings,3
dashed,2
obscure,3
expiate,4
combating,3
villanous,44
premeditatedly,10
delighting,3
virulences,1
disapproves,2
celebrate,4
atrociously,1
ascribe,1
instigates,2
overshot,1
receder,1
odds,1
entrap,2
coughed,1
attentively,1
conformably,2
littleness,4
furnishes,1
accidentals,1
exciting,2
diminutive,2
unforseen,1
income,1
relieving,3
beggars,1
supererogation,1
pets,1
separation,3
graced,2
kemboed,3
reperusing,2
monopoly,1
climb,1
mystery,6
sovereignty,3
fibres,2
blended,1
separating,1
embryo,2
distantly,1
contemplating,5
justness,1
repel,2
unavailingly,2
framed,5
aspireth,1
hell,5
goaded,3
assimilates,1
fluster,1
soberized,1
damped,2
camest,4
haunter,1
neuter,1
controversy,2
intruder,3
cleft,1
accessory,1
devourers,1
inoculation,1
nauseate,1
palate,1
malmsey,1
cyprus,1
cape,5
physic,7
paraders,1
medicines,3
taster,2
repetitions,7
julap,2
retrogradation,1
charlot,1
dreary,2
suns,1
shines,5
revisal,1
pritchard,19
sponsors,1
empson,1
charl,4
dating,2
imposture,8
embarrassing,2
imputes,2
twas,9
unnecessarily,2
diffident,8
unrepulsing,1
reperuse,4
impregnable,1
smuggle,2
boarded,5
exposing,9
exhausted,4
farrago,1
roll,5
litter,4
eject,1
rejoicings,1
composing,2
borders,2
sown,2
scandals,2
election,1
boroughs,2
shire,1
lowly,3
malcontent,1
archibald,1
hutcheson,1
secretary,1
craggs,1
administration,2
drags,2
ministry,1
quoting,1
equilibrium,1
elocution,4
delude,6
mare,1
queens,1
kings,4
buckhounds,1
adage,2
eats,1
feathers,4
payable,2
hobble,2
willians,1
misapprehensions,2
thorny,2
recriminated,2
smuggling,9
celebration,8
jeweller,2
ex,3
mero,1
motu,1
exuberance,2
arrears,3
competency,1
producing,1
mortifies,1
overwhelm,5
nod,9
tiptoe,3
patriarchs,3
waller,2
decking,1
verge,3
precipice,2
gallantry,4
couchant,1
designers,1
felicities,5
net,9
confederates,3
swiftest,3
projection,1
limps,1
probed,1
shrugs,1
cohabit,2
isle,13
wight,10
fetching,4
hire,2
trim,1
pleasuring,2
portsmouth,2
spithead,1
perquisite,1
ganmore,3
cabin,2
guernsey,1
jersey,1
dieppe,1
cherbourg,1
securing,1
lots,1
recreation,1
ashore,1
agents,9
smugglers,3
hushed,3
stating,1
phlegm,5
jacket,1
stumble,2
floating,2
paddling,1
pawing,1
dashing,1
swim,3
supererogatory,1
skiff,1
embarked,1
bellyful,1
arraignment,3
confronting,1
bravely,1
recorder,1
disbelieves,1
rap,2
hooded,2
plaintiffs,1
veiled,2
sixths,1
bows,1
venturing,2
sessions,2
thump,8
miens,1
aspects,1
warlike,4
unwarlike,1
antiquity,10
inoffensiveness,1
staves,1
shoals,1
shops,1
irons,1
balconies,1
garrets,2
gutters,1
tops,4
periwigg,1
immobile,1
vulgus,1
swarmers,1
stretched,4
balls,6
roundabout,1
swarms,1
comers,2
whereby,3
malefactors,1
elated,3
mayor,3
gawdy,2
victorious,2
entry,4
grandest,1
coronation,1
heroic,5
trained,1
bands,2
pendent,2
clinging,2
throngs,1
rolling,6
bottoms,2
raree,3
galas,1
trumpets,2
tabrets,1
gaze,3
magistrate,3
chain,4
throats,2
sanctified,3
pitched,2
assault,1
towns,2
exclusive,2
slaying,1
babes,1
swaddling,1
predecessor,1
alexander,5
dubbed,3
depredation,1
magnus,1
pliny,1
lipsius,1
constandia,1
gawdies,1
huzzaing,1
acclamation,1
gags,1
goggle,1
convicted,4
sheriffs,1
ravishing,1
hoods,1
gowns,2
petticoats,4
scarves,1
handkerchiefs,5
rows,1
nods,1
pardoned,4
kidnap,1
likest,6
combustibles,2
troilus,1
cressida,1
hector,2
achilles,3
zone,1
circles,2
venus,1
ajax,1
chafe,1
acre,1
gins,3
decoy,2
throng,1
linnet,1
trifles,8
sizes,1
quotha,1
roguish,2
miscarry,1
clotted,1
eaton,1
styptic,2
astringent,1
bruise,1
harasses,4
hides,3
diminishes,2
authorizes,3
grains,1
ipecacuanha,10
pigeons,1
poulterer,1
rt,7
foreboding,1
proffered,3
discoverer,1
adulteries,1
sheer,1
function,7
wardship,1
marquise,3
concealing,4
operated,6
overtook,3
inexorable,6
https,60
subdirectory,5
zipped,5
html,5
filename,25
etext,35
replaced,6
versions,5
sources,5
filenames,5
november,10
filed,11
directories,5
download,10
utilize,5
directory,5
identical,5
digits,5
digit,5
locating,5
gutindex,5
delightfully,2
instructs,2
monosyllables,2
trisyllables,2
proclamation,4
criers,2
substitute,2
gleam,3
despairs,2
monarchs,3
grossness,1
unpermanency,1
stale,4
epitome,3
awes,3
fluctuating,1
advertise,4
blesses,5
summary,2
fertility,1
bridegroom,2
tales,3
prepossesses,1
novices,5
aphorism,2
animadverted,1
forged,8
imitation,13
prostrations,3
completely,4
highgate,6
muswell,4
hill,20
flask,6
alight,11
repast,4
kentish,6
heath,9
elevation,5
excursion,5
superceded,1
circumrotation,1
uncommunicativeness,1
cor,1
respondence,1
impelling,1
sovereignly,1
recorded,2
liberally,3
testimonies,1
perdue,1
amusing,3
savour,2
barren,2
tincture,2
pouted,2
implying,1
hiss,1
quench,2
unquenchable,1
vulcan,1
metaphors,2
sirens,1
touching,4
deigned,1
replying,1
wiredrawn,1
clump,1
trees,2
endeth,1
tomorrow,4
mimic,3
nerve,1
fibre,1
ailment,2
whilst,5
reachings,1
puden,1
oval,2
pinking,3
muscle,4
stair,2
parentheses,2
republic,1
nation,6
rumblers,1
syllables,1
magnates,1
parenthesis,4
composed,7
establishing,2
crier,1
pursuers,2
nymph,2
vomiting,2
hastens,1
neapolitan,1
saint,11
forgives,8
contrabands,2
choicest,1
obligingly,5
cooks,1
compensated,1
mabell,39
thanking,2
mantled,1
sparkled,1
undeserving,2
dispirited,2
emergency,1
professors,2
institutions,2
precipitating,1
purify,1
seq,1
trimm,1
conjectures,3
ushered,1
disavowing,1
causeless,4
scraping,3
honester,1
yearth,1
skulk,1
vagabonds,1
rust,4
oil,4
brighten,2
dispenser,1
unthankfulness,1
pendulum,1
sirs,10
devilson,1
garb,5
lovel,105
bon,4
fide,4
privileged,1
ploughshare,1
bluntly,1
se,2
nnight,2
exit,15
heroically,1
northamptonshire,2
executorship,13
occupying,1
commencing,1
bowling,3
bowler,1
intimated,8
unblamable,4
inquirist,3
booted,2
spurred,2
smothered,1
kisses,2
untrue,2
falshood,1
veracity,15
promoter,1
puzzlement,1
brains,4
satiety,1
unessayed,2
doze,5
refresh,2
aw,1
whaugh,1
yawning,6
yaw,5
wifehood,1
modestest,2
nakedly,1
estgainers,1
reconciliatory,4
imported,3
misrepresenters,2
irradiating,1
benignity,4
graciousness,4
radiance,2
consecrating,1
oracular,1
senior,3
dowry,2
agreeing,2
steeled,1
reigning,3
lightened,2
glisten,3
sensation,1
unborrowed,1
exposition,1
breaches,9
patrick,9
donald,14
lifed,1
forgery,8
expelled,1
dublin,1
evidenceship,1
adroitness,4
questionest,2
surmised,2
antient,12
puisny,1
gallantries,1
loggerheads,1
armies,2
battalia,1
decisive,4
bloody,6
arriving,3
couriers,1
bonfires,1
illuminations,1
intoxicated,3
reversed,1
reporter,2
dismal,18
chequerwork,1
cooly,1
petitioner,2
sues,1
upwards,8
philanthropy,1
praiseworthy,1
pp,1
consistence,1
unbeliever,2
fertile,3
irreclaimable,2
insensibility,6
juvenal,9
tate,1
melting,1
suff,1
sympathise,1
ills,2
graciously,4
final,3
tendering,1
sided,1
manual,1
meum,4
tuum,3
bashfully,4
liveries,3
attire,2
despight,1
satanic,1
reap,7
reprimand,4
extension,1
arraigning,1
clerk,4
variations,1
precedent,2
seventh,5
begotten,2
recitativoes,1
lawfully,5
unlawfully,1
lawyers,5
pardonable,6
june,78
acknowledgments,3
licentiousness,2
comical,4
fantastically,1
uxorious,1
shameless,3
scandalized,2
toyings,1
incited,3
turtles,1
icicle,1
unsaddened,1
sable,2
inflexibilities,1
fettering,1
duke,4
turk,2
ethereals,1
injuries,32
engrossments,1
mallory,3
proctor,6
chestnut,1
improvable,2
heaved,3
pacifier,2
hail,3
imprinted,2
flattering,8
sequester,2
cavalcade,1
satellites,1
beholders,5
glittering,3
restrains,1
emperors,2
brightest,4
diadem,2
twin,1
pamela,3
nurses,2
deign,1
subsided,4
touchy,1
unmolested,3
feloniously,1
authorized,3
recalled,7
inimitably,3
dew,1
apart,5
spark,5
magazine,3
cannon,1
torch,1
amende,1
honorable,2
impels,1
acknowledgest,1
confessest,1
gloriest,3
knowthou,1
tragically,1
perpetrated,3
outrage,22
lucretia,5
wasting,1
delightedst,1
lovedst,3
ownest,2
blossoming,3
hazardous,1
consorting,1
cells,2
delighteth,1
sattest,1
lookedst,2
bandying,1
appliedst,1
saidst,2
prized,1
pursed,2
desiredst,1
definition,3
poetry,5
diff,1
admir,1
laughter,3
feast,3
dross,1
purge,1
attemptedst,1
mightest,11
emphatically,2
luxurious,2
rd,2
beauteous,1
deform,1
rotting,1
recollectest,1
profitest,1
hartop,1
punster,1
evidenced,1
grosser,4
worthlessness,1
correctives,2
laugher,1
resolutely,4
tabled,1
enterprizer,1
toy,2
purities,1
conquering,3
idiots,2
crazed,3
snivellers,1
dotards,1
deified,2
coverts,1
wouldest,13
avowest,2
pretendest,2
darest,4
meditate,3
disasters,1
laughest,1
excruciating,4
